"LOCALITY.ID","group.id","month","timegroups"
"L36354680","G15866387",11,"2025"
"L3915579","S283662936",11,"2025"
"L54644343","G15864987",11,"2025"
"L38082679","S283643485",11,"2025"
"L7758647","S283604555",11,"2025"
"L37869018","G15871312",11,"2025"
"L54644723","G15865083",11,"2025"
"L16768564","S284885535",11,"2025"
"L20933554","G15926505",11,"2025"
"L28355082","G16045955",11,"2025"
"L55302079","S285394775",11,"2025"
"L54645881","G15865353",11,"2025"
"L20699119","G15926508",11,"2025"
"L38082679","S283643575",11,"2025"
"L7758647","S283954762",11,"2025"
"L38082679","S284693309",11,"2025"
"L20933574","S283816343",11,"2025"
"L16945981","G15872181",11,"2025"
"L16768564","S285005618",11,"2025"
"L3656707","S286455642",11,"2025"
"L3915579","S285544702",11,"2025"
"L16768564","S285903746",11,"2025"
"L55304481","S285545706",11,"2025"
"L55328483","S285524208",11,"2025"
"L3656707","S285516390",11,"2025"
"L55370162","S285714684",11,"2025"
"L55526453","S286455601",11,"2025"
"L55304061","S285520162",11,"2025"
"L55371239","S285719404",11,"2025"
"L3656707","S285512964",11,"2025"
"L16768307","S284989165",11,"2025"
"L55328483","S285527762",11,"2025"
"L11135080","G16348380",12,"2025"
"L18876077","G16148372",12,"2025"
"L13256232","S288120441",12,"2025"
"L11135080","S289808061",12,"2025"
"L8969895","G16425142",12,"2025"
"L10577531","G16425154",12,"2025"
"L38864765","S290285980",12,"2025"
"L55662029","G16067005",12,"2025"
"L10577531","G16425152",12,"2025"
"L8969895","G16425143",12,"2025"
"L8969895","S294956905",12,"2025"
"L8969895","S289142789",12,"2025"
"L8969895","S290260325",12,"2025"
"L8969895","S290259960",12,"2025"
"L55844991","G16110856",12,"2025"
"L56172924","S289497789",12,"2025"
"L72784120","S369159982",12,"2025"
"L14860192","G16303404",12,"2025"
"L55933228","G16146915",12,"2025"
"L56022948","G16156021",12,"2025"
"L39259001","G16078142",12,"2025"
"L4696975","G16075395",12,"2025"
"L56070818","S289028766",12,"2025"
"L18679646","G16216826",12,"2025"
"L18679646","G16167309",12,"2025"
"L55933228","G16146913",12,"2025"
"L55933228","G16127867",12,"2025"
"L18679646","G16146911",12,"2025"
"L4696975","G16137119",12,"2025"
"L18679646","G16303368",12,"2025"
"L19421722","G16216829",12,"2025"
"L40257720","G16078141",12,"2025"
"L19421722","G16162011",12,"2025"
"L19421722","S289974929",12,"2025"
"L56238311","S289795435",12,"2025"
"L17744840","G16209763",12,"2025"
"L19421722","G16220016",12,"2025"
"L14860192","G16209767",12,"2025"
"L14860192","S289632552",12,"2025"
"L56210970","S289673078",12,"2025"
"L18679646","G16155783",12,"2025"
"L22564622","S289734646",12,"2025"
"L4696975","G16223314",12,"2025"
"L17729338","G16078145",12,"2025"
"L14860192","G16233994",12,"2025"
"L38958122","S289734398",12,"2025"
"L4696975","G16075046",12,"2025"
"L39259001","S290684884",12,"2025"
"L39259001","G16303732",12,"2025"
"L55922367","S288334212",12,"2025"
"L17729338","S287446575",12,"2025"
"L14860192","G16197141",12,"2025"
"L14860192","S289803576",12,"2025"
"L14860192","S289673573",12,"2025"
"L14860192","G16128008",12,"2025"
"L14860192","G16220015",12,"2025"
"L14860192","G16070852",12,"2025"
"L14860192","G16070853",12,"2025"
"L4696975","G16303791",12,"2025"
"L55933228","G16146923",12,"2025"
"L17729338","G16127905",12,"2025"
"L3270359","S288530884",12,"2025"
"L55933260","S288385371",12,"2025"
"L41487046","S289783630",12,"2025"
"L39259001","G16303759",12,"2025"
"L9945637","G16079333",12,"2025"
"L56023010","G16156030",12,"2025"
"L14860192","S287446704",12,"2025"
"L14860192","G16137120",12,"2025"
"L56648122","G16303473",12,"2025"
"L4696975","S289734502",12,"2025"
"L56391430","S290463669",12,"2025"
"L4696975","G16075044",12,"2025"
"L56073119","S289141047",12,"2025"
"L55992128","G16146905",12,"2025"
"L4696975","G16162039",12,"2025"
"L14860192","G16227984",12,"2025"
"L38918430","G16128041",12,"2025"
"L17744840","G16303817",12,"2025"
"L14860192","G16146945",12,"2025"
"L4696975","G16220017",12,"2025"
"L56233617","S289775424",12,"2025"
"L30211109","G16223316",12,"2025"
"L56051597","G16162462",12,"2025"
"L39258980","G16303433",12,"2025"
"L30211109","G16150166",12,"2025"
"L17729338","S287446489",12,"2025"
"L30211109","G16156036",12,"2025"
"L30211109","G16128009",12,"2025"
"L56648101","G16303449",12,"2025"
"L55954962","S288686429",12,"2025"
"L56023036","G16156034",12,"2025"
"L55922367","S288372720",12,"2025"
"L22414938","S287446410",12,"2025"
"L14860192","S289734569",12,"2025"
"L4696975","G16070842",12,"2025"
"L14860192","S290685025",12,"2025"
"L56023026","G16156031",12,"2025"
"L56210984","S289673165",12,"2025"
"L18679646","S287446675",12,"2025"
"L14860192","S290076071",12,"2025"
"L56050896","G16162406",12,"2025"
"L55954657","S288484677",12,"2025"
"L55927433","S288357066",12,"2025"
"L14860192","S290079725",12,"2025"
"L30211109","S289670605",12,"2025"
"L22414938","S288805271",12,"2025"
"L56023036","G16156032",12,"2025"
"L56000083","S288695849",12,"2025"
"L22971766","G16078144",12,"2025"
"L17729338","G16209761",12,"2025"
"L56022962","G16156025",12,"2025"
"L18679646","G16070847",12,"2025"
"L17729338","G16303387",12,"2025"
"L17744840","S287446437",12,"2025"
"L56094127","S289635074",12,"2025"
"L40257720","S290684903",12,"2025"
"L55922367","S288483321",12,"2025"
"L22414931","S288805180",12,"2025"
"L4696975","G16075566",12,"2025"
"L55743410","G16084086",12,"2025"
"L4696975","G16071120",12,"2025"
"L55933228","G16146924",12,"2025"
"L14860192","S289974656",12,"2025"
"L14860192","S289974591",12,"2025"
"L28662197","G16078143",12,"2025"
"L14860192","S288333437",12,"2025"
"L56204537","S289644938",12,"2025"
"L56073193","S289037726",12,"2025"
"L17729338","G16209760",12,"2025"
"L14860192","G16070850",12,"2025"
"L56070818","S289630912",12,"2025"
"L4696975","S288920260",12,"2025"
"L56300576","S290079618",12,"2025"
"L17729338","S289734329",12,"2025"
"L56223890","S289733965",12,"2025"
"L28662197","G16085177",12,"2025"
"L55992145","S288657523",12,"2025"
"L56204192","S289643416",12,"2025"
"L30211109","S289670556",12,"2025"
"L58148340","S298522269",12,"2025"
"L56118458","S289254491",12,"2025"
"L28662197","S287475525",12,"2025"
"L17729338","G16137121",12,"2025"
"L55992108","G16146920",12,"2025"
"L21912997","S289734268",12,"2025"
"L60402221","S310000772",12,"2025"
"L30211109","S289672978",12,"2025"
"L58350143","S299487087",12,"2025"
"L55725638","G16080037",12,"2025"
"L14892398","G16115497",12,"2025"
"L14892398","S288092145",12,"2025"
"L55725638","G16206251",12,"2025"
"L55725638","G16080040",12,"2025"
"L55725638","G16215500",12,"2025"
"L55725532","G16215504",12,"2025"
"L55725638","G16206244",12,"2025"
"L55725532","G16206262",12,"2025"
"L55725638","G16206289",12,"2025"
"L55725532","G16080023",12,"2025"
"L56300964","S290081107",12,"2025"
"L56299218","S290249458",12,"2025"
"L13758735","G16179895",12,"2025"
"L22999596","G16116746",12,"2025"
"L23626556","S288787222",12,"2025"
"L4573732","G16228459",12,"2025"
"L56018526","S288789527",12,"2025"
"L56453658","G16255183",12,"2025"
"L13758735","G16116745",12,"2025"
"L13071766","G16235009",12,"2025"
"L22999596","G16283286",12,"2025"
"L23116936","G16291613",12,"2025"
"L56127356","G16179900",12,"2025"
"L22999596","G16179893",12,"2025"
"L13758735","G16234946",12,"2025"
"L56304110","S290092741",12,"2025"
"L56300964","S289784816",12,"2025"
"L4573732","S290984912",12,"2025"
"L13758735","G16179897",12,"2025"
"L23116936","S297978681",12,"2025"
"L55875039","G16115858",12,"2025"
"L4573732","S297469883",12,"2025"
"L24756852","S288928496",12,"2025"
"L56303734","S290091168",12,"2025"
"L4700860","S289653548",12,"2025"
"L56018526","S288789516",12,"2025"
"L12908549","G16174718",12,"2025"
"L22999596","G16115859",12,"2025"
"L56303694","G16271940",12,"2025"
"L4573732","S289492936",12,"2025"
"L4700860","G16291612",12,"2025"
"L56102174","G16174714",12,"2025"
"L56097668","S289156876",12,"2025"
"L19398910","S288789603",12,"2025"
"L56127378","G16179902",12,"2025"
"L56300964","S290081085",12,"2025"
"L56303694","G16228454",12,"2025"
"L4573732","G16271961",12,"2025"
"L28679419","S288099386",12,"2025"
"L56346559","G16291615",12,"2025"
"L33955104","S289043709",12,"2025"
"L32882358","S291305610",12,"2025"
"L51729622","S289917199",12,"2025"
"L32903126","S287583902",12,"2025"
"L36122102","S290710052",12,"2025"
"L50601111","S288252182",12,"2025"
"L8080278","S291298601",12,"2025"
"L32903126","S291298760",12,"2025"
"L8080278","S287336769",12,"2025"
"L18170322","G16293630",12,"2025"
"L18170322","S289647814",12,"2025"
"L56385156","G16241544",12,"2025"
"L18170322","G16293629",12,"2025"
"L45905072","G16146904",12,"2025"
"L55921302","S288329658",12,"2025"
"L55807885","S287752260",12,"2025"
"L56272216","S289947206",12,"2025"
"L56205832","G16234629",12,"2025"
"L56205832","G16241226",12,"2025"
"L28087652","G16155485",12,"2025"
"L28087652","G16208158",12,"2025"
"L57810708","S297013964",12,"2025"
"L28087652","G16121927",12,"2025"
"L28087652","G16223039",12,"2025"
"L10001501","G16207809",12,"2025"
"L28087652","S288119588",12,"2025"
"L10001501","G16207783",12,"2025"
"L10001501","G16149598",12,"2025"
"L56205832","G16216484",12,"2025"
"L56049668","S288926913",12,"2025"
"L4871916","S287347527",12,"2025"
"L6765678","S287900786",12,"2025"
"L17104559","S290285188",12,"2025"
"L36669857","G16133677",12,"2025"
"L4871913","S290259597",12,"2025"
"L56009071","S288744772",12,"2025"
"L2678036","S290726658",12,"2025"
"L14215052","G16126611",12,"2025"
"L36669857","S291117180",12,"2025"
"L36669857","S291864839",12,"2025"
"L44293275","G16234035",12,"2025"
"L8083817","S290105650",12,"2025"
"L55564230","G16432812",12,"2025"
"L6765678","S290936975",12,"2025"
"L6765678","S289162365",12,"2025"
"L44229380","G16223449",12,"2025"
"L54829352","G16223450",12,"2025"
"L51490291","G16065457",12,"2025"
"L8083817","S307886668",12,"2025"
"L54239361","G16177555",12,"2025"
"L44293275","G16162159",12,"2025"
"L5685162","S290086591",12,"2025"
"L5685162","G16348321",12,"2025"
"L28488972","G16174998",12,"2025"
"L55836499","G16106433",12,"2025"
"L29160255","S289282371",12,"2025"
"L29160255","G16111353",12,"2025"
"L55836634","G16106440",12,"2025"
"L5685162","G16106423",12,"2025"
"L51490291","G16253698",12,"2025"
"L55203988","G16157263",12,"2025"
"L55860569","G16112348",12,"2025"
"L55836623","G16106438",12,"2025"
"L8083817","S307887956",12,"2025"
"L8083817","S287769017",12,"2025"
"L39961778","S287752295",12,"2025"
"L55836623","G16106444",12,"2025"
"L5685162","S290476786",12,"2025"
"L55012604","S287023120",12,"2025"
"L55836603","G16106434",12,"2025"
"L55836499","G16106406",12,"2025"
"L5685162","S291133845",12,"2025"
"L6765678","S288553794",12,"2025"
"L5685162","S316840948",12,"2025"
"L5685162","S289162949",12,"2025"
"L4871913","S288744811",12,"2025"
"L55857647","G16111732",12,"2025"
"L4871913","S290097917",12,"2025"
"L29160255","G16111708",12,"2025"
"L22948688","S289438209",12,"2025"
"L56160073","G16228813",12,"2025"
"L4871916","S294941421",12,"2025"
"L3511657","S291380502",12,"2025"
"L55837912","G16106650",12,"2025"
"L22948688","S289459902",12,"2025"
"L56220277","S289718077",12,"2025"
"L29176033","S289438241",12,"2025"
"L1131599","G16147907",12,"2025"
"L1131607","S288336521",12,"2025"
"L1131599","S289453184",12,"2025"
"L1131599","S289190059",12,"2025"
"L56351125","S290293324",12,"2025"
"L1131607","G16221690",12,"2025"
"L1131607","G16084152",12,"2025"
"L55793216","G16100796",12,"2025"
"L1131599","G16134073",12,"2025"
"L1131599","S287027424",12,"2025"
"L1131599","S289631741",12,"2025"
"L1131607","S288534189",12,"2025"
"L56265925","S289920142",12,"2025"
"L1131604","S288115262",12,"2025"
"L1131604","S287871314",12,"2025"
"L1131599","G16255611",12,"2025"
"L1131604","S287471582",12,"2025"
"L1131599","G16290893",12,"2025"
"L1131599","G16167517",12,"2025"
"L1131599","G16134077",12,"2025"
"L44482533","G16147127",12,"2025"
"L55994552","G16161709",12,"2025"
"L1131607","G16084308",12,"2025"
"L976256","S288684140",12,"2025"
"L1131604","G16084285",12,"2025"
"L1131607","S290927394",12,"2025"
"L1131604","S287010709",12,"2025"
"L55996217","G16161710",12,"2025"
"L1131604","S288681985",12,"2025"
"L1131607","G16269476",12,"2025"
"L6813142","S289804849",12,"2025"
"L1131599","G16167515",12,"2025"
"L1131607","G16290892",12,"2025"
"L1131604","G16167519",12,"2025"
"L1131604","G16290894",12,"2025"
"L1131599","S335345822",12,"2025"
"L1131607","G16155791",12,"2025"
"L1131599","G16167516",12,"2025"
"L56235738","S289784822",12,"2025"
"L1131607","S288470513",12,"2025"
"L55995992","G16161712",12,"2025"
"L1131607","S290953130",12,"2025"
"L1131607","S289477311",12,"2025"
"L1131607","S289632312",12,"2025"
"L1131607","S288085385",12,"2025"
"L1131599","G16084104",12,"2025"
"L1131607","G16417261",12,"2025"
"L56236702","S289788596",12,"2025"
"L976256","S291366085",12,"2025"
"L55996022","G16174223",12,"2025"
"L1131607","G16290888",12,"2025"
"L55996075","G16161711",12,"2025"
"L55998636","G16161706",12,"2025"
"L1131607","S287806490",12,"2025"
"L55813343","S287777987",12,"2025"
"L1131607","G16290883",12,"2025"
"L55998870","G16161705",12,"2025"
"L55996022","G16161708",12,"2025"
"L16695291","S288218843",12,"2025"
"L16695291","S288203698",12,"2025"
"L16695291","S289648864",12,"2025"
"L29233232","S290676799",12,"2025"
"L5515357","G16417207",12,"2025"
"L56266138","S289921019",12,"2025"
"L5515357","G16167521",12,"2025"
"L56348483","S290284036",12,"2025"
"L55960925","G16137165",12,"2025"
"L55998590","G16161703",12,"2025"
"L5515335","S289784139",12,"2025"
"L55810968","S287765534",12,"2025"
"L56239171","S289799325",12,"2025"
"L5515357","S290091474",12,"2025"
"L56461980","S290758915",12,"2025"
"L55999423","G16161707",12,"2025"
"L14863644","G16154285",12,"2025"
"L8611825","G16242479",12,"2025"
"L8611825","G16125807",12,"2025"
"L11117924","S290674381",12,"2025"
"L8611825","G16161557",12,"2025"
"L8611825","S287511838",12,"2025"
"L29026105","G16255127",12,"2025"
"L29026105","G16303141",12,"2025"
"L56647905","G16303199",12,"2025"
"L29026105","G16303178",12,"2025"
"L29026105","S290685282",12,"2025"
"L5606035","S291129592",12,"2025"
"L56019370","S288793273",12,"2025"
"L56729115","S291932268",12,"2025"
"L39792877","S290708279",12,"2025"
"L40479913","G16167119",12,"2025"
"L40479913","G16207877",12,"2025"
"L55835701","S288205317",12,"2025"
"L40479913","G16149245",12,"2025"
"L39982035","G16167118",12,"2025"
"L40479913","G16149237",12,"2025"
"L39982035","G16149241",12,"2025"
"L39359349","S286897728",12,"2025"
"L39982035","G16379766",12,"2025"
"L39982035","G16149243",12,"2025"
"L39359349","S287458129",12,"2025"
"L40479913","G16174633",12,"2025"
"L39359349","S287236863",12,"2025"
"L39982035","G16379762",12,"2025"
"L39359349","S287133192",12,"2025"
"L39792877","S288224339",12,"2025"
"L39359349","S286907648",12,"2025"
"L39359349","S287346036",12,"2025"
"L39359349","S289462002",12,"2025"
"L39359349","S288682253",12,"2025"
"L39792877","S288926881",12,"2025"
"L39792877","S287615967",12,"2025"
"L55873806","S288090693",12,"2025"
"L39359349","S288340121",12,"2025"
"L40479913","G16174634",12,"2025"
"L39792877","S287770665",12,"2025"
"L55835701","S287980468",12,"2025"
"L55835701","S287892871",12,"2025"
"L39982035","G16207879",12,"2025"
"L39982035","G16379764",12,"2025"
"L55968271","S288547483",12,"2025"
"L39982035","G16379761",12,"2025"
"L55835701","S288086325",12,"2025"
"L39982035","G16379765",12,"2025"
"L40140425","G16178183",12,"2025"
"L54486092","S288542491",12,"2025"
"L55998823","G16148896",12,"2025"
"L55921611","S288331255",12,"2025"
"L29168023","S288510829",12,"2025"
"L55730238","G16234874",12,"2025"
"L55832401","G16234871",12,"2025"
"L55832548","G16234873",12,"2025"
"L55730238","G16234870",12,"2025"
"L55730238","G16234872",12,"2025"
"L55814422","G16234867",12,"2025"
"L55875639","G16155260",12,"2025"
"L5774263","S290684414",12,"2025"
"L39767721","G16349145",12,"2025"
"L55832401","G16234869",12,"2025"
"L55730238","G16234866",12,"2025"
"L39767721","G16085286",12,"2025"
"L17862733","S290676513",12,"2025"
"L46465575","S289152837",12,"2025"
"L55814422","G16234868",12,"2025"
"L39767721","G16349149",12,"2025"
"L39767721","G16085285",12,"2025"
"L39767721","G16349147",12,"2025"
"L55756876","S287512982",12,"2025"
"L39767721","G16349148",12,"2025"
"L55832310","S287878241",12,"2025"
"L55875637","G16155258",12,"2025"
"L55852804","S287985208",12,"2025"
"L39480934","S290444186",12,"2025"
"L55773173","S287586206",12,"2025"
"L39767721","G16349146",12,"2025"
"L56696843","S291785292",12,"2025"
"L2658627","S287806733",12,"2025"
"L55966557","S288538869",12,"2025"
"L56592175","S291306878",12,"2025"
"L10049352","G16269305",12,"2025"
"L2658627","S287807772",12,"2025"
"L2658627","S287806038",12,"2025"
"L55019351","S288003200",12,"2025"
"L57090537","S299547960",12,"2025"
"L12985989","S291575977",12,"2025"
"L56600391","S291350088",12,"2025"
"L56551356","S291123498",12,"2025"
"L56600266","S291349510",12,"2025"
"L56551398","S291123723",12,"2025"
"L56551197","S291122745",12,"2025"
"L56551440","S291123920",12,"2025"
"L55708913","S287282553",12,"2025"
"L56237363","S289791310",12,"2025"
"L56237120","S289790332",12,"2025"
"L8068372","G16254840",12,"2025"
"L55775317","S287595749",12,"2025"
"L8068372","G16413433",12,"2025"
"L55775317","G16093140",12,"2025"
"L8068372","S290087940",12,"2025"
"L56166637","G16195645",12,"2025"
"L8068372","S290755966",12,"2025"
"L56166636","G16208976",12,"2025"
"L22388639","S289189484",12,"2025"
"L3291217","S287882096",12,"2025"
"L54296330","G16404908",12,"2025"
"L54297082","G16116563",12,"2025"
"L54296330","S288684511",12,"2025"
"L54296330","S288215642",12,"2025"
"L56748330","S292016000",12,"2025"
"L54295526","S288680709",12,"2025"
"L39540710","G16222885",12,"2025"
"L2739857","G16242222",12,"2025"
"L6727009","S289269573",12,"2025"
"L2739857","S289190834",12,"2025"
"L3033886","S291314955",12,"2025"
"L54295526","S288214116",12,"2025"
"L38600286","G16228163",12,"2025"
"L2036884","G16134713",12,"2025"
"L2036884","S290299455",12,"2025"
"L6727009","G16242220",12,"2025"
"L54776750","G16403363",12,"2025"
"L13786760","S290922501",12,"2025"
"L2036884","S287035660",12,"2025"
"L2036884","S289159823",12,"2025"
"L54776750","S287236570",12,"2025"
"L8496234","S292714237",12,"2025"
"L8496234","S287882110",12,"2025"
"L13786760","S288499607",12,"2025"
"L38600286","G16292413",12,"2025"
"L52822211","S287630184",12,"2025"
"L54296475","G16403366",12,"2025"
"L2036884","G16198052",12,"2025"
"L2036884","S287882095",12,"2025"
"L2036884","G16207406",12,"2025"
"L56300493","G16268886",12,"2025"
"L2036884","G16333989",12,"2025"
"L2036884","S291325549",12,"2025"
