"LOCALITY.ID","group.id","month","timegroups"
"L3263972","S155876813",12,"2023"
"L3263972","G11534188",12,"2023"
"L3263972","S156895423",12,"2023"
"L14450535","S156116036",12,"2023"
"L3263972","S156282510",12,"2023"
"L3263972","G12193056",12,"2023"
"L3263972","S156782286",12,"2023"
"L3263972","S156911329",12,"2023"
"L3263972","S156123948",12,"2023"
"L13270825","S157198354",12,"2023"
"L3263972","S156841930",12,"2023"
"L3263972","S156179191",12,"2023"
"L3263972","S156723991",12,"2023"
"L3263972","S155917017",12,"2023"
"L3263972","S155876806",12,"2023"
"L3263972","G12193062",12,"2023"
"L14450535","S156986582",12,"2023"
"L13270825","S157569379",12,"2023"
"L3263972","S157005620",12,"2023"
"L3263972","S158120752",12,"2023"
"L3263972","S155650128",12,"2023"
"L3263972","G11425240",12,"2023"
"L3263972","S156419059",12,"2023"
"L3263972","S156911307",12,"2023"
"L3263972","S155825044",12,"2023"
"L3263972","S156282505",12,"2023"
"L3263972","S155566893",12,"2023"
"L3263972","G11777808",12,"2023"
"L3263972","G12193057",12,"2023"
"L3263972","S155916982",12,"2023"
"L28377811","S156846394",12,"2023"
"L3263972","S157378687",12,"2023"
"L3263972","S156229828",12,"2023"
"L3263972","S155566879",12,"2023"
"L3263972","S156065766",12,"2023"
"L3263972","S156913047",12,"2023"
"L3263972","S155990159",12,"2023"
"L28137263","S155517088",12,"2023"
"L28365907","S156781210",12,"2023"
"L3263972","S155995100",12,"2023"
"L3263972","S156847426",12,"2023"
"L14450535","S156611631",12,"2023"
"L3263972","S156419085",12,"2023"
"L4919558","S156597584",12,"2023"
"L3263972","S157378682",12,"2023"
"L3263972","S156782420",12,"2023"
"L3263972","S155512070",12,"2023"
"L3263972","S156229825",12,"2023"
"L3263972","S156065787",12,"2023"
"L3263972","G11534183",12,"2023"
"L3263972","S156282528",12,"2023"
"L3263972","S156847439",12,"2023"
"L3263972","G12193068",12,"2023"
"L4919558","S156406113",12,"2023"
"L14450535","S156229620",12,"2023"
"L3263972","S155825039",12,"2023"
"L3263972","G11534189",12,"2023"
"L3263972","S156782296",12,"2023"
"L3263972","S157305822",12,"2023"
"L3263972","S156343549",12,"2023"
"L3263972","S156724012",12,"2023"
"L17857929","S156231787",12,"2023"
"L3263972","S156670111",12,"2023"
"L3263972","G12193065",12,"2023"
"L3263972","S157305804",12,"2023"
"L3263972","S156786732",12,"2023"
"L3263972","S157378704",12,"2023"
"L8428854","S156344177",12,"2023"
"L3263972","S155876798",12,"2023"
"L3263972","G11777798",12,"2023"
"L3263972","S155990173",12,"2023"
"L3263972","G11777809",12,"2023"
"L3263972","S155650094",12,"2023"
"L3263972","S155990090",12,"2023"
"L3263972","S156847421",12,"2023"
"L3263972","G11534186",12,"2023"
"L3263972","S156782425",12,"2023"
"L3263972","S155771636",12,"2023"
"L3263972","S155566895",12,"2023"
"L3263972","G11425242",12,"2023"
"L3263972","S157378707",12,"2023"
"L3263972","S155566887",12,"2023"
"L3263972","S156670158",12,"2023"
"L3263972","S155771584",12,"2023"
"L3263972","S157210542",12,"2023"
"L3263972","S156723994",12,"2023"
"L3263972","G12193060",12,"2023"
"L3263972","S155771660",12,"2023"
"L3263972","S155713245",12,"2023"
"L3263972","S156065779",12,"2023"
"L3263972","S157205883",12,"2023"
"L3263972","S155876804",12,"2023"
"L14450535","S156611558",12,"2023"
"L14450535","S155825069",12,"2023"
"L3263972","S155650163",12,"2023"
"L3263972","S156903305",12,"2023"
"L3263972","S155713292",12,"2023"
"L3263972","S155825048",12,"2023"
"L3263972","S156911336",12,"2023"
"L13270825","S155771027",12,"2023"
"L3263972","S155512087",12,"2023"
"L3263972","S155995089",12,"2023"
"L3263972","S157127257",12,"2023"
"L3263972","S155825047",12,"2023"
"L3263972","S157127266",12,"2023"
"L3263972","S155825057",12,"2023"
"L3263972","S157378689",12,"2023"
"L3263972","S156229819",12,"2023"
"L3263972","S156419083",12,"2023"
"L3263972","S156670163",12,"2023"
"L3263972","S155650146",12,"2023"
"L3263972","S155574943",12,"2023"
"L3263972","S157305795",12,"2023"
"L3263972","S155825055",12,"2023"
"L3263972","S156282529",12,"2023"
"L14450535","S156282509",12,"2023"
"L3263972","S156282511",12,"2023"
"L3263972","S155650227",12,"2023"
"L3263972","S156724002",12,"2023"
"L3263972","S156065761",12,"2023"
"L3263972","S156065751",12,"2023"
"L3263972","S155771489",12,"2023"
"L3263972","G11534192",12,"2023"
"L28377811","S156842739",12,"2023"
"L3263972","S155575036",12,"2023"
"L3263972","S156667012",12,"2023"
"L3263972","G12193059",12,"2023"
"L3263972","S156229805",12,"2023"
"L3263972","S155825025",12,"2023"
"L3263972","S157305809",12,"2023"
"L3263972","S155512075",12,"2023"
"L3263972","S156419109",12,"2023"
"L3263972","S156282530",12,"2023"
"L3263972","S156911290",12,"2023"
"L3263972","S156229837",12,"2023"
"L3263972","G11777797",12,"2023"
"L3263972","S156282531",12,"2023"
"L3263972","S155990162",12,"2023"
"L3263972","S156289854",12,"2023"
"L3263972","S155995111",12,"2023"
"L3263972","S155566918",12,"2023"
"L3263972","S155574991",12,"2023"
"L3263972","S156724019",12,"2023"
"L3263972","S155512058",12,"2023"
"L3263972","S155771540",12,"2023"
"L3263972","S157378717",12,"2023"
"L3263972","S155512083",12,"2023"
"L17181169","S157305381",12,"2023"
"L3263972","S155566877",12,"2023"
"L3263972","S156782281",12,"2023"
"L3263972","S155995103",12,"2023"
"L3263972","S157305838",12,"2023"
"L3263972","S155825023",12,"2023"
"L3263972","S157305772",12,"2023"
"L3263972","S155512096",12,"2023"
"L4919558","S156779738",12,"2023"
"L3263972","S157127261",12,"2023"
"L3263972","S157292872",12,"2023"
"L17857929","S155567448",12,"2023"
"L3263972","S157127274",12,"2023"
"L3263972","S155990077",12,"2023"
"L3263972","S155771626",12,"2023"
"L3263972","S155820181",12,"2023"
"L3263972","S157463719",12,"2023"
"L3263972","S157378702",12,"2023"
"L3263972","S155650107",12,"2023"
"L14450535","S157463724",12,"2023"
"L13270825","S157569676",12,"2023"
"L14450535","S155632933",12,"2023"
"L3263972","S155771554",12,"2023"
"L3263972","S157378710",12,"2023"
"L14450535","S155631304",12,"2023"
"L3263972","S157378697",12,"2023"
"L13270825","S156181984",12,"2023"
"L13270825","S157125777",12,"2023"
"L3263972","S157388096",12,"2023"
"L14450535","S155574819",12,"2023"
"L14450535","S155703285",12,"2023"
"L4919558","S155923841",12,"2023"
"L14450535","S156831534",12,"2023"
"L4919558","S156434103",12,"2023"
"L3263972","S156782288",12,"2023"
"L3263972","G11534196",12,"2023"
"L17857929","S156181976",12,"2023"
"L3263972","S156782438",12,"2023"
"L4919558","G11344331",12,"2023"
"L3263972","S156724016",12,"2023"
"L3263972","S155990167",12,"2023"
"L4919558","S156659301",12,"2023"
"L14450535","S156233253",12,"2023"
"L3263972","S155876811",12,"2023"
"L3263972","S156419065",12,"2023"
"L3263972","S156847387",12,"2023"
"L3263972","S156229832",12,"2023"
"L3263972","S156782431",12,"2023"
"L17857929","S156395494",12,"2023"
"L8428854","S156720454",12,"2023"
"L28377052","S156838948",12,"2023"
"L3263972","S156509748",12,"2023"
"L3263972","S156847404",12,"2023"
"L14450535","S156832304",12,"2023"
"L14450535","S156177943",12,"2023"
"L14450535","S156894386",12,"2023"
"L14450535","S156114907",12,"2023"
"L14450535","S156658172",12,"2023"
"L14450535","S156782440",12,"2023"
"L14450535","S155566912",12,"2023"
"L14450535","S157378719",12,"2023"
"L14450535","S156329555",12,"2023"
"L14450535","S155713241",12,"2023"
"L14450535","S155566902",12,"2023"
"L14450535","S156903357",12,"2023"
"L3263972","G11534190",12,"2023"
"L14450535","S156058310",12,"2023"
"L3263972","G12193064",12,"2023"
"L14450535","S155868956",12,"2023"
"L14450535","S155930110",12,"2023"
"L14450535","S157452057",12,"2023"
"L14450535","S155512101",12,"2023"
"L14450535","S157365098",12,"2023"
"L14450535","S156774057",12,"2023"
"L14450535","S156409024",12,"2023"
"L14450535","S155986941",12,"2023"
"L14450535","S156047224",12,"2023"
"L14450535","S155630173",12,"2023"
"L14450535","S156400353",12,"2023"
"L14450535","S157274183",12,"2023"
"L14450535","S157452068",12,"2023"
"L3263972","S155650075",12,"2023"
"L14450535","S155817246",12,"2023"
"L14450535","S155702350",12,"2023"
"L27492917","S156052564",12,"2023"
"L27492917","S156054419",12,"2023"
"L28229146","S156050176",12,"2023"
"L28253522","S156184924",12,"2023"
"L22626843","S156184872",12,"2023"
"L6291217","S156663012",12,"2023"
"L14702523","S155641942",12,"2023"
"L29042093","S160340748",12,"2023"
"L28428968","S157091269",12,"2023"
"L28180729","S155773657",12,"2023"
"L28270638","S156285617",12,"2023"
"L28242656","S156124171",12,"2023"
"L6868819","S156837660",12,"2023"
"L5148435","S157388139",12,"2023"
"L5148433","S158223951",12,"2023"
"L5148435","S157463708",12,"2023"
"L5148433","S156903332",12,"2023"
"L5148435","S157463705",12,"2023"
"L5148435","S157292830",12,"2023"
"L5148433","G11777790",12,"2023"
"L5148433","S158223964",12,"2023"
"L5148435","S157292695",12,"2023"
"L5148433","S156903317",12,"2023"
"L5148433","S156784299",12,"2023"
"L5148433","S156123959",12,"2023"
"L5148435","S156179175",12,"2023"
"L5148435","S155713269",12,"2023"
"L5148435","G11777802",12,"2023"
"L5148433","S158225778",12,"2023"
"L5148435","S158225933",12,"2023"
"L5148433","S155629349",12,"2023"
"L5148435","S156179179",12,"2023"
"L5148435","S156286052",12,"2023"
"L5148433","S156903329",12,"2023"
"L5148433","S156667100",12,"2023"
"L5148435","S157005327",12,"2023"
"L5148435","S155917023",12,"2023"
"L5148435","S155713253",12,"2023"
"L5148435","S155713275",12,"2023"
"L5148435","S156512386",12,"2023"
"L5148433","S156123970",12,"2023"
"L5148433","S156123963",12,"2023"
"L5148435","S155713277",12,"2023"
"L5148435","G11777801",12,"2023"
"L5148435","S155917034",12,"2023"
"L5148433","S156667039",12,"2023"
"L5148433","S156903320",12,"2023"
"L5148435","S158225929",12,"2023"
"L5148433","S156903322",12,"2023"
"L5148433","S156123953",12,"2023"
"L5148435","S157292699",12,"2023"
"L5148435","G11777803",12,"2023"
"L5148435","S156512396",12,"2023"
"L5148435","S158225939",12,"2023"
"L5148433","S155629342",12,"2023"
"L5148433","S155629336",12,"2023"
"L5148433","S156667042",12,"2023"
"L5148435","S155713261",12,"2023"
"L5148435","S156512417",12,"2023"
"L5148435","S157292697",12,"2023"
"L5148435","S157463698",12,"2023"
"L5148435","S156230513",12,"2023"
"L5148433","S158225720",12,"2023"
"L5148433","S158223848",12,"2023"
"L5148435","G11777804",12,"2023"
"L5148435","S157463700",12,"2023"
"L5148435","S156179176",12,"2023"
"L5148435","S156286046",12,"2023"
"L5148435","S158573953",12,"2023"
"L5148433","S157205678",12,"2023"
"L5148435","S156512389",12,"2023"
"L5148435","S157292693",12,"2023"
"L5148435","S157005468",12,"2023"
"L5148435","S156286047",12,"2023"
"L5148435","S157388171",12,"2023"
"L5148435","S155730814",12,"2023"
"L5148435","S157388162",12,"2023"
"L5148433","S157452589",12,"2023"
"L5148435","S155917042",12,"2023"
"L5148435","S155713280",12,"2023"
"L5148435","S157292834",12,"2023"
"L5148435","S155713265",12,"2023"
"L5148433","S156903344",12,"2023"
"L17761642","G11405322",12,"2023"
"L25968298","S156904087",12,"2023"
"L5148435","S157005340",12,"2023"
"L5148433","S156986570",12,"2023"
"L28344486","S156662792",12,"2023"
"L5148433","S157205663",12,"2023"
"L5148433","S157202998",12,"2023"
"L5148435","S157463710",12,"2023"
"L5148435","S155567425",12,"2023"
"L5148435","G11777800",12,"2023"
"L5148433","S156667027",12,"2023"
"L5148435","S157005454",12,"2023"
"L28696318","S158411483",12,"2023"
"L5148435","S157388176",12,"2023"
"L5148435","S156179174",12,"2023"
"L5148435","S156286055",12,"2023"
"L5148435","S156179181",12,"2023"
"L5148435","S156512399",12,"2023"
"L28344166","S156661061",12,"2023"
"L5148435","S156286043",12,"2023"
"L5148435","S157005194",12,"2023"
"L5148435","S155917048",12,"2023"
"L5148435","S156512382",12,"2023"
"L5148433","S157364654",12,"2023"
"L1016606","S157016994",12,"2023"
"L6659289","S156343534",12,"2023"
"L5148433","S155629356",12,"2023"
"L5148435","G11777805",12,"2023"
"L5148435","S155917029",12,"2023"
"L5148433","S156903345",12,"2023"
"L5148435","S157388153",12,"2023"
"L5148433","G11777791",12,"2023"
"L5148435","S157463692",12,"2023"
"L5148435","S157292689",12,"2023"
"L5148433","S156667105",12,"2023"
"L5148433","S156903339",12,"2023"
"L5148435","S157463707",12,"2023"
"L5148435","S155713258",12,"2023"
"L5148433","G11777789",12,"2023"
"L5148435","S155713281",12,"2023"
"L5148433","S156289841",12,"2023"
"L28356301","S156728082",12,"2023"
"L28345184","S156666731",12,"2023"
"L5148435","S157137231",12,"2023"
"L5148435","S157292706",12,"2023"
"L5148433","S158123106",12,"2023"
"L28366453","S156783924",12,"2023"
"L28345328","S156667533",12,"2023"
"L5148435","S157364553",12,"2023"
"L5148435","S156522962",12,"2023"
"L28344166","S156662585",12,"2023"
"L5148433","S156903333",12,"2023"
"L28356951","S156731217",12,"2023"
"L28319577","S156522755",12,"2023"
"L5148433","S156672558",12,"2023"
"L28356951","S156783911",12,"2023"
"L28261101","S156229502",12,"2023"
"L5719662","S157471288",12,"2023"
"L17360446","G11327604",12,"2023"
"L5719662","G11403613",12,"2023"
"L5719662","G11340162",12,"2023"
"L5719662","S156623384",12,"2023"
"L5719662","S156685877",12,"2023"
"L17360446","S159885690",12,"2023"
"L17360446","S157060088",12,"2023"
"L5719662","S157215533",12,"2023"
"L17360446","S156782235",12,"2023"
"L5719662","G11348347",12,"2023"
"L5719662","S156614814",12,"2023"
"L4023926","S155510574",12,"2023"
"L28453480","S157205546",12,"2023"
"L15034272","S156229736",12,"2023"
"L9602329","G11403348",12,"2023"
"L29085678","S160575430",12,"2023"
"L38499175","S204782253",12,"2023"
"L5044537","S156000954",12,"2023"
"L12150568","S156600954",12,"2023"
"L16688161","S156000644",12,"2023"
"L5044537","S155931229",12,"2023"
"L12150568","S156601593",12,"2023"
"L5044537","S155884764",12,"2023"
"L12150568","S156602007",12,"2023"
"L28335883","S156612162",12,"2023"
"L22134987","S155876122",12,"2023"
"L5044537","S156715545",12,"2023"
"L5044537","G13376608",12,"2023"
"L10513351","S155725536",12,"2023"
"L10513351","S156134752",12,"2023"
"L9480578","S156281665",12,"2023"
"L9480578","S156277698",12,"2023"
"L5044537","S177208035",12,"2023"
"L28406303","S156983443",12,"2023"
"L5044537","S177209182",12,"2023"
"L9480578","S155739072",12,"2023"
"L10513351","S155713777",12,"2023"
"L10513351","S155773480",12,"2023"
"L10932476","S156722084",12,"2023"
"L15011000","S155649307",12,"2023"
"L28232204","S156065764",12,"2023"
"L28232204","S156849018",12,"2023"
"L28232237","S156409657",12,"2023"
"L28232237","S156730872",12,"2023"
"L28232237","S156913625",12,"2023"
"L7320110","G11259794",12,"2023"
"L7320110","G11259792",12,"2023"
"L7320110","G11259791",12,"2023"
"L7320110","S157578985",12,"2023"
"L7320110","S155900040",12,"2023"
"L7320110","G11259793",12,"2023"
"L7320110","G11404419",12,"2023"
"L7320110","G11259790",12,"2023"
"L28512168","S157480974",12,"2023"
"L7320110","G11404423",12,"2023"
"L28512164","S157480950",12,"2023"
"L7320110","G11404415",12,"2023"
"L16824598","G11396211",12,"2023"
"L16824593","G11396212",12,"2023"
"L16879015","G11368292",12,"2023"
"L16878868","G11368291",12,"2023"
"L4926843","S155764303",12,"2023"
"L16824593","S157299748",12,"2023"
"L16824593","G11379865",12,"2023"
"L28490163","G11396927",12,"2023"
"L16824640","G11368287",12,"2023"
"L16824649","G11368288",12,"2023"
"L16824593","S156841485",12,"2023"
"L5082988","G11368297",12,"2023"
"L16854393","G11368281",12,"2023"
"L5082988","G11396209",12,"2023"
"L5082988","S156732897",12,"2023"
"L5082988","G11368278",12,"2023"
"L28489651","G11396210",12,"2023"
"L10104987","G11368298",12,"2023"
"L16824241","G11368296",12,"2023"
"L28345117","S156666440",12,"2023"
"L28455288","G11396206",12,"2023"
"L16866880","G11368284",12,"2023"
"L16824241","G11368295",12,"2023"
"L28490439","G11396929",12,"2023"
"L28128976","G11368268",12,"2023"
"L28161855","G11368299",12,"2023"
"L28161866","G11368300",12,"2023"
"L16824640","S155651528",12,"2023"
"L16824678","G11368285",12,"2023"
"L10221559","G11368294",12,"2023"
"L16878868","G11368293",12,"2023"
"L16824598","S156783594",12,"2023"
"L16824598","G11396207",12,"2023"
"L28161674","G11368275",12,"2023"
"L16872295","G11368301",12,"2023"
"L16872295","G11368290",12,"2023"
"L16730764","G11368282",12,"2023"
"L16824810","G11368289",12,"2023"
"L10228165","G11368283",12,"2023"
"L16730764","S156894724",12,"2023"
"L28161674","G11368276",12,"2023"
"L16730764","G11368277",12,"2023"
"L28391141","S156908363",12,"2023"
"L3109933","G11360513",12,"2023"
"L2684892","S157290383",12,"2023"
"L2684892","S157389021",12,"2023"
"L2684892","G11313330",12,"2023"
"L2684892","S157211004",12,"2023"
"L2684892","G11267602",12,"2023"
"L2684892","G11267600",12,"2023"
"L2684892","G14188559",12,"2023"
"L16967809","G11367862",12,"2023"
"L2684892","G11267604",12,"2023"
"L2684892","S155823311",12,"2023"
"L6941029","S157405912",12,"2023"
"L28230164","S156055942",12,"2023"
"L28490946","S157385623",12,"2023"
"L2684892","G14188558",12,"2023"
"L2684892","S217120884",12,"2023"
"L2684892","S217359181",12,"2023"
"L7405044","G11282530",12,"2023"
"L9932480","S156228202",12,"2023"
"L7405044","S156992211",12,"2023"
"L9932480","S156408874",12,"2023"
"L10832943","S156521097",12,"2023"
"L28218066","S155989405",12,"2023"
"L13185104","S158487839",12,"2023"
"L9932480","S156408877",12,"2023"
"L9932480","S156281205",12,"2023"
"L28279485","S156335619",12,"2023"
"L12362182","G11282529",12,"2023"
"L28709735","S158487895",12,"2023"
"L9932480","S157293796",12,"2023"
"L10832943","S156288192",12,"2023"
"L7405044","S157459518",12,"2023"
"L4029991","S157383994",12,"2023"
"L3111314","S157675309",12,"2023"
"L4029991","S157066075",12,"2023"
"L28453278","S157204678",12,"2023"
"L28245454","S156140734",12,"2023"
"L28336156","S156613905",12,"2023"
"L946706","S156785869",12,"2023"
"L946706","G11397031",12,"2023"
"L28280452","S156339890",12,"2023"
"L946706","S155880298",12,"2023"
"L9087264","S155929014",12,"2023"
"L29051259","S160393603",12,"2023"
"L946706","S155642491",12,"2023"
"L946706","G11301197",12,"2023"
"L946706","G11380296",12,"2023"
"L946706","G11340161",12,"2023"
"L946706","G11263112",12,"2023"
"L946706","S155651300",12,"2023"
"L946706","G11301542",12,"2023"
"L28410666","G11362142",12,"2023"
"L946706","G11361363",12,"2023"
"L946706","G11300255",12,"2023"
"L9087264","S155726752",12,"2023"
"L946706","G11348343",12,"2023"
"L946706","G13742845",12,"2023"
"L946706","S156906700",12,"2023"
"L946706","G11246246",12,"2023"
"L946706","S156665990",12,"2023"
"L946706","S156605218",12,"2023"
"L946706","G13742843",12,"2023"
"L946706","G11361472",12,"2023"
"L946706","S158751418",12,"2023"
"L946706","S156336464",12,"2023"
"L946706","S156631911",12,"2023"
"L946706","S156282458",12,"2023"
"L946706","S157069676",12,"2023"
"L946706","G13742844",12,"2023"
"L946706","G11361043",12,"2023"
"L946706","S156623029",12,"2023"
"L946706","G11361040",12,"2023"
"L946706","G11343354",12,"2023"
"L946706","S156522923",12,"2023"
"L946706","G11391163",12,"2023"
"L946706","S157476653",12,"2023"
"L9087264","S155715575",12,"2023"
"L946706","S155567854",12,"2023"
"L28144213","S155571843",12,"2023"
"L946706","G11246249",12,"2023"
"L946706","S156282518",12,"2023"
"L946706","S156523034",12,"2023"
"L946706","S157133106",12,"2023"
"L946706","S155722293",12,"2023"
"L946706","S155824487",12,"2023"
"L28336156","S156613747",12,"2023"
"L946706","G11425391",12,"2023"
"L28240288","S156110391",12,"2023"
"L946706","S155649415",12,"2023"
"L946706","G11300938",12,"2023"
"L28144213","S155560241",12,"2023"
"L9087264","S155571313",12,"2023"
"L946706","G11343363",12,"2023"
"L28144527","S155562015",12,"2023"
"L946706","G11340322",12,"2023"
"L946706","S156750881",12,"2023"
"L946706","G11354247",12,"2023"
"L946706","S157476098",12,"2023"
"L946706","S156607020",12,"2023"
"L946706","S157708345",12,"2023"
"L21168886","G11391162",12,"2023"
"L946706","G11264983",12,"2023"
"L946706","S156409917",12,"2023"
"L946706","S155826961",12,"2023"
"L946706","S156409299",12,"2023"
"L946706","G11279631",12,"2023"
"L946706","S156926200",12,"2023"
"L946706","S208111925",12,"2023"
"L946706","G14140961",12,"2023"
"L28255519","S158130338",12,"2023"
"L946706","S157301470",12,"2023"
"L946706","S155831870",12,"2023"
"L946706","S155715635",12,"2023"
"L946706","G11246247",12,"2023"
"L946706","G11251826",12,"2023"
"L22401509","S156600531",12,"2023"
"L946706","S155888450",12,"2023"
"L28336156","S156616328",12,"2023"
"L946706","G11313942",12,"2023"
"L946706","S156900468",12,"2023"
"L30499047","S167960134",12,"2023"
"L21698702","S155564670",12,"2023"
"L28144379","S155561127",12,"2023"
"L946706","S156178903",12,"2023"
"L946706","S163242518",12,"2023"
"L946706","G11339596",12,"2023"
"L28144627","S155562489",12,"2023"
"L28146653","S155573359",12,"2023"
"L946706","S156124387",12,"2023"
"L946706","G11343360",12,"2023"
"L946706","S274147193",12,"2023"
"L946706","G11301917",12,"2023"
"L946706","S155521619",12,"2023"
"L30499044","S167960106",12,"2023"
"L946706","G11263144",12,"2023"
"L946706","S157132084",12,"2023"
"L946706","G11251825",12,"2023"
"L946706","G11301556",12,"2023"
"L28336156","S156616310",12,"2023"
"L9087264","S208339729",12,"2023"
"L946706","G11251827",12,"2023"
"L946706","G11379324",12,"2023"
"L28144527","S155569257",12,"2023"
"L946706","G11379325",12,"2023"
"L946706","G11301658",12,"2023"
"L16776916","G11366982",12,"2023"
"L946706","G11246245",12,"2023"
"L946706","S155517493",12,"2023"
"L7044221","S156386962",12,"2023"
"L30499053","S167960160",12,"2023"
"L2104315","S157577628",12,"2023"
"L28564784","S157736222",12,"2023"
"L5440877","S157386974",12,"2023"
"L3231454","S157469904",12,"2023"
"L28270671","S156285816",12,"2023"
"L10176979","S157493742",12,"2023"
"L10176979","S243717580",12,"2023"
"L942602","G11388466",12,"2023"
"L942602","G11380260",12,"2023"
"L28474955","S157309562",12,"2023"
"L28474955","S157314182",12,"2023"
"L7938959","S156516470",12,"2023"
"L942602","S157307704",12,"2023"
"L942602","G11300428",12,"2023"
"L942602","S156906772",12,"2023"
"L942602","S157307687",12,"2023"
"L4886118","S157834881",12,"2023"
"L942602","S157831779",12,"2023"
"L942602","S156905940",12,"2023"
"L942602","S157069679",12,"2023"
"L942602","S157064870",12,"2023"
"L942602","G11327065",12,"2023"
"L942602","S157916560",12,"2023"
"L28475327","S157311582",12,"2023"
"L14723704","S157310296",12,"2023"
"L4068951","S157309131",12,"2023"
"L14860491","G11379436",12,"2023"
"L28475118","S157310408",12,"2023"
"L28300123","G11332679",12,"2023"
"L942602","G11623904",12,"2023"
"L28474963","S157309614",12,"2023"
"L942602","S156911689",12,"2023"
"L14723704","S157148562",12,"2023"
"L28475128","S157310464",12,"2023"
"L28491462","S157387948",12,"2023"
"L4068951","S157380646",12,"2023"
"L942602","S156984549",12,"2023"
"L28390910","S156907284",12,"2023"
"L11953655","S157576367",12,"2023"
"L4740085","G11286781",12,"2023"
"L7527106","S157377664",12,"2023"
"L28281331","S156344394",12,"2023"
"L14958601","S156176394",12,"2023"
"L28137176","S155516570",12,"2023"
"L7527106","S156737927",12,"2023"
"L6697401","S155512772",12,"2023"
"L6869590","S156673907",12,"2023"
"L10638094","G11295019",12,"2023"
"L18312064","G11295018",12,"2023"
"L6697401","S155567129",12,"2023"
"L28281331","S156409881",12,"2023"
"L6869590","G11438630",12,"2023"
"L922040","S156409866",12,"2023"
"L922057","S156679108",12,"2023"
"L6697401","S156726013",12,"2023"
"L10638094","G11396228",12,"2023"
"L6869590","S156725761",12,"2023"
"L922040","S156226678",12,"2023"
"L922040","S156178962",12,"2023"
"L28297875","G11300165",12,"2023"
"L28473369","S157300829",12,"2023"
"L922057","S156679601",12,"2023"
"L28302792","S156433173",12,"2023"
"L6869590","G11290823",12,"2023"
"L922057","S156723229",12,"2023"
"L27662498","G11229641",12,"2023"
"L2529190","S156915442",12,"2023"
"L18312064","S214223947",12,"2023"
"L2529190","G11294630",12,"2023"
"L28217563","S155987272",12,"2023"
"L2529666","G11295020",12,"2023"
"L946220","S166799886",12,"2023"
"L7527106","S157375732",12,"2023"
"L29051971","S155988231",12,"2023"
"L28302792","S156511875",12,"2023"
"L10638094","S156339272",12,"2023"
"L10638094","G11290048",12,"2023"
"L4723663","G11290623",12,"2023"
"L28507914","G11403402",12,"2023"
"L10638094","S156283494",12,"2023"
"L5718878","S156283057",12,"2023"
"L28189235","S155823602",12,"2023"
"L6049052","G11294631",12,"2023"
"L7527106","G11229645",12,"2023"
"L28358089","S156738302",12,"2023"
"L4740085","S157377698",12,"2023"
"L30304208","S167054154",12,"2023"
"L922057","G11286780",12,"2023"
"L5413263","S156784221",12,"2023"
"L28279699","S156336614",12,"2023"
"L28488772","S157458318",12,"2023"
"L26704574","S155882654",12,"2023"
"L9586839","S156601000",12,"2023"
"L26704574","S156065864",12,"2023"
"L26704574","S155518134",12,"2023"
"L26704574","S156993444",12,"2023"
"L26704574","S156847903",12,"2023"
"L26704574","S157388140",12,"2023"
"L26704574","S156521828",12,"2023"
"L9586839","S156717903",12,"2023"
"L26704574","S156131579",12,"2023"
"L26704574","S155831153",12,"2023"
"L26704574","S157065691",12,"2023"
"L26704574","S157149586",12,"2023"
"L26704574","S156289374",12,"2023"
"L26704574","S156235168",12,"2023"
"L26704574","S157493045",12,"2023"
"L26704574","S157217281",12,"2023"
"L9586839","S156661488",12,"2023"
"L4846902","S156002036",12,"2023"
"L26704574","S157581838",12,"2023"
"L28172303","S155720836",12,"2023"
"L26704574","S156418103",12,"2023"
"L26704574","S156614620",12,"2023"
"L28199474","S155881752",12,"2023"
"L26704574","S157306020",12,"2023"
"L26704574","S155719908",12,"2023"
"L6278939","S157150572",12,"2023"
"L26704574","S155778719",12,"2023"
"L26704574","S156184925",12,"2023"
"L26704574","S156847976",12,"2023"
"L26704574","S155664664",12,"2023"
"L28180794","S155773969",12,"2023"
"L24006546","S157141873",12,"2023"
"L19698878","S156500705",12,"2023"
"L26704574","S155575472",12,"2023"
"L26704574","S155936652",12,"2023"
"L19698878","S157290313",12,"2023"
"L26704574","S155995267",12,"2023"
"L19698878","G11229745",12,"2023"
"L19698878","S156680830",12,"2023"
"L28217782","S155988179",12,"2023"
"L28172303","S155769384",12,"2023"
"L24006546","S157375535",12,"2023"
"L6278939","S156408005",12,"2023"
"L28550426","S157658724",12,"2023"
"L8547310","S156911924",12,"2023"
"L26704574","S156780386",12,"2023"
"L9586839","S155575300",12,"2023"
"L28180794","S155883528",12,"2023"
"L21154733","S157125076",12,"2023"
"L21154733","S157332894",12,"2023"
"L21154733","S156916034",12,"2023"
"L9586839","S155634004",12,"2023"
"L26704574","S156201819",12,"2023"
"L9586839","S155568149",12,"2023"
"L9586839","S155505838",12,"2023"
"L9586839","S156673848",12,"2023"
"L28180794","S155875876",12,"2023"
"L9586839","S156609281",12,"2023"
"L9586839","S156613437",12,"2023"
"L28180794","S155821971",12,"2023"
"L28388604","S156897881",12,"2023"
"L28270148","S156283273",12,"2023"
"L6877118","S157133931",12,"2023"
"L6877118","S156629841",12,"2023"
"L5506056","S156631083",12,"2023"
"L18756621","G11355586",12,"2023"
"L18756621","G11355587",12,"2023"
"L28253968","S156187869",12,"2023"
