"gridg0","group.id","month","timegroups"
"225774","G9649459",2,"2022"
"225774","G9649454",2,"2022"
"225124","G9648897",2,"2022"
"225773","G9649460",2,"2022"
"225774","G9649462",2,"2022"
"224469","G9656286",2,"2022"
"225774","G9649470",2,"2022"
"225124","G9649444",2,"2022"
"224470","G9652734",2,"2022"
"225773","G9649469",2,"2022"
"225774","G9649455",2,"2022"
"225124","G9669681",2,"2022"
"222577","S129472957",2,"2022"
"222584","G9756745",2,"2022"
"222578","G9740501",2,"2022"
"221935","G9756771",2,"2022"
"222585","G9759407",2,"2022"
"221935","G9756757",2,"2022"
"222578","S129421131",2,"2022"
"222577","S128628417",2,"2022"
"222577","S127908437",2,"2022"
"222577","S129648766",2,"2022"
"222578","S128125960",2,"2022"
"223226","G9756695",2,"2022"
"221935","G9756774",2,"2022"
"222577","S128836879",2,"2022"
"222577","S129409908",2,"2022"
"222577","S129070829",2,"2022"
"222577","S128923289",2,"2022"
"222577","S128628442",2,"2022"
"222577","S127978489",2,"2022"
"223228","S129252597",2,"2022"
"223225","G9727238",2,"2022"
"222578","G9740504",2,"2022"
"222584","G9756713",2,"2022"
"222578","S129825728",2,"2022"
"222578","S128032390",2,"2022"
"222577","S129502214",2,"2022"
"222577","S127996696",2,"2022"
"223227","S128521445",2,"2022"
"222578","S129267979",2,"2022"
"222578","S128030491",2,"2022"
"222577","G9745689",2,"2022"
"222578","G9727678",2,"2022"
"222585","G9759410",2,"2022"
"222584","G9755209",2,"2022"
"223234","G9756727",2,"2022"
"222578","S129252859",2,"2022"
"222578","S127908267",2,"2022"
"222577","S128492881",2,"2022"
"222578","S128032285",2,"2022"
"222577","S129906697",2,"2022"
"223225","G9727241",2,"2022"
"222578","G9740505",2,"2022"
"222578","S129341309",2,"2022"
"222578","S128640808",2,"2022"
"222578","S128537384",2,"2022"
"222577","S128866939",2,"2022"
"223227","S128418473",2,"2022"
"222578","S129487680",2,"2022"
"222578","S138073156",2,"2022"
"222585","G9759403",2,"2022"
"222577","G9745637",2,"2022"
"222577","S128538032",2,"2022"
"221927","S129753493",2,"2022"
"222577","G9750704",2,"2022"
"223234","G9755191",2,"2022"
"222578","S129088730",2,"2022"
"222578","S128647948",2,"2022"
"222577","S129399182",2,"2022"
"222577","S128628402",2,"2022"
"222578","S128836889",2,"2022"
"222578","S128644264",2,"2022"
"223228","S129252594",2,"2022"
"222578","G9727683",2,"2022"
"222577","S127908104",2,"2022"
"222578","S129070419",2,"2022"
"222578","S128033644",2,"2022"
"222578","S128418503",2,"2022"
"222585","G9759405",2,"2022"
"222577","G9726923",2,"2022"
"222578","S129070786",2,"2022"
"221928","S128640966",2,"2022"
"222585","G9750162",2,"2022"
"222577","G9745693",2,"2022"
"222578","S128417959",2,"2022"
"222578","G9624413",2,"2022"
"222578","S128522030",2,"2022"
"222579","G9723047",2,"2022"
"222578","G9723566",2,"2022"
"222584","G9756722",2,"2022"
"222578","S127483108",2,"2022"
"222578","S129409918",2,"2022"
"222577","S129399400",2,"2022"
"222578","S128418450",2,"2022"
"222577","S128031811",2,"2022"
"222577","G9726927",2,"2022"
"223227","S128125832",2,"2022"
"222578","S129252902",2,"2022"
"222577","S129554174",2,"2022"
"222577","S129659662",2,"2022"
"222577","G9674767",2,"2022"
"222578","S129252856",2,"2022"
"222578","S129254444",2,"2022"
"221935","G9755184",2,"2022"
"222578","S129228929",2,"2022"
"222578","S128125326",2,"2022"
"222577","S129332883",2,"2022"
"222578","S127908525",2,"2022"
"222578","S129070397",2,"2022"
"222577","S128418453",2,"2022"
"222577","S127375624",2,"2022"
"222578","S129267967",2,"2022"
"222577","G9745659",2,"2022"
"221935","G9759419",2,"2022"
"222577","S129399211",2,"2022"
"222577","S129814994",2,"2022"
"223226","S127978649",2,"2022"
"222585","G9759406",2,"2022"
"222578","S128648132",2,"2022"
"222577","S128856414",2,"2022"
"222578","S129502341",2,"2022"
"223228","S128492053",2,"2022"
"222578","S128664743",2,"2022"
"222578","S129399303",2,"2022"
"222578","S129830633",2,"2022"
"222577","S128628424",2,"2022"
"222578","S128856394",2,"2022"
"222578","S129473862",2,"2022"
"223228","S129073498",2,"2022"
"222585","S129757126",2,"2022"
"222578","S128520516",2,"2022"
"222578","S128125835",2,"2022"
"222578","S129645923",2,"2022"
"222577","S127483017",2,"2022"
"222577","S129085766",2,"2022"
"222578","S128031984",2,"2022"
"222578","S129070417",2,"2022"
"222578","S129399169",2,"2022"
"222577","S127996714",2,"2022"
"222578","S129553039",2,"2022"
"222578","S129228871",2,"2022"
"222577","S127908272",2,"2022"
"223227","S127978675",2,"2022"
"222577","G9674771",2,"2022"
"222577","S128867141",2,"2022"
"222577","S129830461",2,"2022"
"223227","S129419639",2,"2022"
"222577","S128629113",2,"2022"
"222578","S129502310",2,"2022"
"222577","S129052105",2,"2022"
"222577","S128629108",2,"2022"
"222578","S128849499",2,"2022"
"222577","G9674768",2,"2022"
"222577","S129502225",2,"2022"
"222578","S128644246",2,"2022"
"222584","G9756723",2,"2022"
"222577","S129260386",2,"2022"
"222578","S129341304",2,"2022"
"222578","S129645930",2,"2022"
"222577","S129815177",2,"2022"
"222577","S129070401",2,"2022"
"222578","S128479796",2,"2022"
"222578","S128418040",2,"2022"
"222578","S128648020",2,"2022"
"222577","S128425865",2,"2022"
"222577","S129815331",2,"2022"
"223227","S128922710",2,"2022"
"222578","S129070845",2,"2022"
"222578","S129340533",2,"2022"
"223226","S129549015",2,"2022"
"223227","G9745608",2,"2022"
"222577","S129906613",2,"2022"
"223228","S128492066",2,"2022"
"222578","S129070815",2,"2022"
"222577","S129341302",2,"2022"
"222577","S129341297",2,"2022"
"222578","S129419575",2,"2022"
"222578","S128521306",2,"2022"
"222577","S129815226",2,"2022"
"222578","S129341312",2,"2022"
"222577","S129070486",2,"2022"
"222578","S128418500",2,"2022"
"222578","S127483112",2,"2022"
"222578","S127908083",2,"2022"
"222578","S129815104",2,"2022"
"221931","G9750695",2,"2022"
"222578","G9727705",2,"2022"
"222579","G9723048",2,"2022"
"223226","G9756671",2,"2022"
"222578","G9723562",2,"2022"
"223227","G9624399",2,"2022"
"222581","G9755315",2,"2022"
"222578","S129419592",2,"2022"
"222578","S129120603",2,"2022"
"221935","G9756751",2,"2022"
"222577","G9745692",2,"2022"
"222578","G9727696",2,"2022"
"221935","G9756773",2,"2022"
"222577","G9745660",2,"2022"
"222584","G9755199",2,"2022"
"222577","S128521702",2,"2022"
"222576","G9755373",2,"2022"
"222584","G9756724",2,"2022"
"221935","G9756772",2,"2022"
"221935","G9759425",2,"2022"
"223227","G9745657",2,"2022"
"221935","G9755213",2,"2022"
"222584","G9756715",2,"2022"
"221935","G9759412",2,"2022"
"221931","G9751914",2,"2022"
"222578","G9727689",2,"2022"
"222578","G9727702",2,"2022"
"222584","G9756725",2,"2022"
"222577","S128849583",2,"2022"
"222578","S128640768",2,"2022"
"221929","S128480113",2,"2022"
"222577","S129645960",2,"2022"
"222578","S127908450",2,"2022"
"223225","G9727235",2,"2022"
"223875","G9727236",2,"2022"
"222577","S129654358",2,"2022"
"222578","S128640757",2,"2022"
"222578","S128640743",2,"2022"
"223226","G9756706",2,"2022"
"222578","S128640737",2,"2022"
"222578","S128492374",2,"2022"
"222578","G9727706",2,"2022"
"222578","S128836849",2,"2022"
"222578","S127662579",2,"2022"
"222578","S127980635",2,"2022"
"221931","G9752377",2,"2022"
"221931","G9750697",2,"2022"
"222578","G9740494",2,"2022"
"222578","G9740495",2,"2022"
"221935","G9756770",2,"2022"
"222577","S127908107",2,"2022"
"222578","G9723022",2,"2022"
"222578","S128648100",2,"2022"
"222578","S129410035",2,"2022"
"222577","S127483095",2,"2022"
"223226","G9755203",2,"2022"
"221931","G9752369",2,"2022"
"222585","G9759408",2,"2022"
"222579","S128849251",2,"2022"
"221931","G9750692",2,"2022"
"221931","G9752373",2,"2022"
"222584","G9756716",2,"2022"
"222578","G9740483",2,"2022"
"222578","S128640618",2,"2022"
"222578","G9740484",2,"2022"
"222578","S128662121",2,"2022"
"223234","G9756728",2,"2022"
"222577","G9745694",2,"2022"
"222579","G9723182",2,"2022"
"223226","G9756697",2,"2022"
"222578","S128836898",2,"2022"
"222578","S128414146",2,"2022"
"223226","G9756667",2,"2022"
"221931","G9750689",2,"2022"
"222579","G9740614",2,"2022"
"222578","S128849558",2,"2022"
"222578","G9727691",2,"2022"
"222578","S128537797",2,"2022"
"223225","G9719364",2,"2022"
"222578","G9740490",2,"2022"
"221931","G9751913",2,"2022"
"222577","S129252851",2,"2022"
"223227","S129645936",2,"2022"
"222578","S129228917",2,"2022"
"223227","S128521109",2,"2022"
"223226","G9756666",2,"2022"
"222578","S129252908",2,"2022"
"222577","S128887410",2,"2022"
"223228","S129073450",2,"2022"
"223226","G9756705",2,"2022"
"221935","G9755214",2,"2022"
"222577","S129815341",2,"2022"
"222579","G9740612",2,"2022"
"222579","G9740613",2,"2022"
"222578","G9727697",2,"2022"
"222578","S129070838",2,"2022"
"222578","S129070382",2,"2022"
"222577","S128418493",2,"2022"
"222577","S128125305",2,"2022"
"223227","S128125312",2,"2022"
"222577","G9624388",2,"2022"
"222578","S128922332",2,"2022"
"221931","G9751903",2,"2022"
"222577","G9745635",2,"2022"
"222578","S129399316",2,"2022"
"222578","S129815371",2,"2022"
"222577","G9674770",2,"2022"
"222578","S129409928",2,"2022"
"222578","S129553044",2,"2022"
"222578","S128031751",2,"2022"
"221935","G9759424",2,"2022"
"221931","G9750688",2,"2022"
"221935","G9755217",2,"2022"
"222577","S129830666",2,"2022"
"222578","G9740499",2,"2022"
"222579","G9723044",2,"2022"
"222578","G9727667",2,"2022"
"222577","S128887514",2,"2022"
"223227","S129399323",2,"2022"
"222578","S129552983",2,"2022"
"222577","S128125272",2,"2022"
"222578","S127482942",2,"2022"
"223228","S129073468",2,"2022"
"223227","S127483036",2,"2022"
"222578","S128922623",2,"2022"
"222578","S129421036",2,"2022"
"222578","S129252865",2,"2022"
"222578","S128521128",2,"2022"
"222578","S127908458",2,"2022"
"222577","S128836920",2,"2022"
"222578","S128492797",2,"2022"
"222577","S129825734",2,"2022"
"222578","S129666202",2,"2022"
"222577","S127908471",2,"2022"
"222577","S127978439",2,"2022"
"222578","S128492444",2,"2022"
"222577","S129554160",2,"2022"
"223227","S128922287",2,"2022"
"223227","S127859853",2,"2022"
"222577","S129252853",2,"2022"
"222584","G9756726",2,"2022"
"222581","G9755326",2,"2022"
"222584","G9756710",2,"2022"
"221931","G9751902",2,"2022"
"222582","G9755311",2,"2022"
"222581","G9755327",2,"2022"
"222577","S129814987",2,"2022"
"223226","G9756692",2,"2022"
"222577","S129418934",2,"2022"
"222578","G9624412",2,"2022"
"221931","G9750703",2,"2022"
"223228","S128492022",2,"2022"
"222577","S129421291",2,"2022"
"222582","G9755318",2,"2022"
"222582","G9755306",2,"2022"
"222582","G9755325",2,"2022"
"222577","S128921473",2,"2022"
"222577","S129340517",2,"2022"
"221931","G9750700",2,"2022"
"222577","S129070407",2,"2022"
"222578","S128418429",2,"2022"
"222581","G9755314",2,"2022"
"222577","S129419539",2,"2022"
"222577","S128141439",2,"2022"
"221931","G9751907",2,"2022"
"222582","G9755324",2,"2022"
"222578","S129502263",2,"2022"
"222577","S129825698",2,"2022"
"222577","S129070823",2,"2022"
"222578","G9740480",2,"2022"
"222577","S129553053",2,"2022"
"222578","S129833805",2,"2022"
"222577","S127482932",2,"2022"
"222577","S128519571",2,"2022"
"222578","S127483102",2,"2022"
"222578","S129409904",2,"2022"
"222582","G9747669",2,"2022"
"221931","G9750701",2,"2022"
"222578","S129088774",2,"2022"
"222577","S128359376",2,"2022"
"222577","S127908075",2,"2022"
"223227","S129558423",2,"2022"
"221928","G9723565",2,"2022"
"221931","G9752376",2,"2022"
"222578","S128359340",2,"2022"
"222582","G9755312",2,"2022"
"222576","G9756683",2,"2022"
"222577","S128418489",2,"2022"
"222577","S127908569",2,"2022"
"222578","S128821956",2,"2022"
"221931","G9750696",2,"2022"
"223226","G9756696",2,"2022"
"222578","G9740506",2,"2022"
"222577","S128849675",2,"2022"
"222577","S128859098",2,"2022"
"222577","S128842489",2,"2022"
"222578","S128125974",2,"2022"
"222578","S127908281",2,"2022"
"222578","S128644215",2,"2022"
"223234","G9755190",2,"2022"
"222578","G9727695",2,"2022"
"222577","S128836908",2,"2022"
"222578","G9624415",2,"2022"
"222578","G9624403",2,"2022"
"222578","S128663482",2,"2022"
"221927","S127376839",2,"2022"
"221931","G9750694",2,"2022"
"222578","G9624411",2,"2022"
"222578","S128641004",2,"2022"
"223227","G9745656",2,"2022"
"222577","S129118817",2,"2022"
"222578","S128125638",2,"2022"
"222578","S129336574",2,"2022"
"222578","S128644228",2,"2022"
"222577","S127908096",2,"2022"
"222578","S129070478",2,"2022"
"222578","S128418442",2,"2022"
"222577","G9745610",2,"2022"
"222581","G9755316",2,"2022"
"223226","G9727231",2,"2022"
"222577","S128425806",2,"2022"
"222578","S129341316",2,"2022"
"222578","S129340513",2,"2022"
"222578","S129088897",2,"2022"
"222579","G9740492",2,"2022"
"222578","S129814982",2,"2022"
"222578","S129815347",2,"2022"
"222578","S128648042",2,"2022"
"222578","S128922461",2,"2022"
"222577","S129078517",2,"2022"
"222582","G9755310",2,"2022"
"222577","S129554165",2,"2022"
"222577","S129645940",2,"2022"
"223225","G9727240",2,"2022"
"221931","G9750690",2,"2022"
"222582","G9755309",2,"2022"
"222578","S129340450",2,"2022"
"222578","S128820111",2,"2022"
"223225","G9727234",2,"2022"
"222578","G9624408",2,"2022"
"222578","S128503567",2,"2022"
"223227","S127908478",2,"2022"
"222577","S128849665",2,"2022"
"223226","S127978719",2,"2022"
"223226","G9756707",2,"2022"
"222577","S128418426",2,"2022"
"222578","S128125741",2,"2022"
"222578","S128642133",2,"2022"
"221931","G9752368",2,"2022"
"222577","S127739135",2,"2022"
"222577","S129830535",2,"2022"
"222578","S129554154",2,"2022"
"222578","S127977700",2,"2022"
"222577","S129553018",2,"2022"
"223227","S127908117",2,"2022"
"222578","S129830590",2,"2022"
"222578","S127375629",2,"2022"
"222578","G9740496",2,"2022"
"222578","S127495226",2,"2022"
"222577","S129340446",2,"2022"
"222577","S128652913",2,"2022"
"222578","S129229191",2,"2022"
"222578","S129502248",2,"2022"
"222578","S129664424",2,"2022"
"222578","S128538006",2,"2022"
"222578","S129070412",2,"2022"
"222578","S128032179",2,"2022"
"222578","S128141495",2,"2022"
"222577","G9624416",2,"2022"
"222577","S129419524",2,"2022"
"222577","S127908444",2,"2022"
"222577","S128492861",2,"2022"
"222578","S129419560",2,"2022"
"222578","S129252787",2,"2022"
"222578","S128495122",2,"2022"
"222578","S129825737",2,"2022"
"222578","S127739127",2,"2022"
"222577","S128418484",2,"2022"
"223227","S129070860",2,"2022"
"222578","S128359373",2,"2022"
"222578","S128849208",2,"2022"
"222578","S128851180",2,"2022"
"222577","S128418481",2,"2022"
"222578","S129825710",2,"2022"
"223228","S129906752",2,"2022"
"222578","S129047188",2,"2022"
"223227","S129410052",2,"2022"
"222578","S129120788",2,"2022"
"222577","S129829377",2,"2022"
"222577","S128521075",2,"2022"
"222578","S127908252",2,"2022"
"222577","S127483075",2,"2022"
"222578","G9740489",2,"2022"
"222578","S128492867",2,"2022"
"222578","S129070354",2,"2022"
"222578","S128141434",2,"2022"
"222577","S127483068",2,"2022"
"222578","S128494709",2,"2022"
"221928","S128640680",2,"2022"
"222578","S128640801",2,"2022"
"222578","S128922542",2,"2022"
"223227","S128125983",2,"2022"
"222577","S129830512",2,"2022"
"222578","S129416058",2,"2022"
"222577","S128628431",2,"2022"
"222577","S129553014",2,"2022"
"222578","S129825709",2,"2022"
"222578","S129409932",2,"2022"
"222578","S129502296",2,"2022"
"222577","S129121497",2,"2022"
"222578","S129070833",2,"2022"
"223228","S129073445",2,"2022"
"222578","S129824736",2,"2022"
"222578","S128651924",2,"2022"
"222577","S128647910",2,"2022"
"222578","S129054043",2,"2022"
"222578","S129336015",2,"2022"
"223227","S128425804",2,"2022"
"222578","S129554130",2,"2022"
"222578","S129228729",2,"2022"
"222578","S128644075",2,"2022"
"223225","G9727239",2,"2022"
"222578","S129070869",2,"2022"
"222578","S129833981",2,"2022"
"222578","S129228502",2,"2022"
"222578","S129825602",2,"2022"
"222578","S128849710",2,"2022"
"222578","S129554108",2,"2022"
"222578","S127495208",2,"2022"
"223226","G9756658",2,"2022"
"222578","S128849245",2,"2022"
"222578","S129658060",2,"2022"
"222578","S128508984",2,"2022"
"222577","S134323845",2,"2022"
"223226","G9756678",2,"2022"
"222577","S127982417",2,"2022"
"221935","G9756748",2,"2022"
"222577","S128640811",2,"2022"
"222577","S129118195",2,"2022"
"222577","S129252576",2,"2022"
"223234","G9756718",2,"2022"
"222581","G9755330",2,"2022"
"222578","S129119811",2,"2022"
"222578","S128640885",2,"2022"
"222577","S129652438",2,"2022"
"222578","S129825715",2,"2022"
"222582","G9755297",2,"2022"
"222578","S129830698",2,"2022"
"222577","S127996724",2,"2022"
"222578","S129409924",2,"2022"
"222578","S128640705",2,"2022"
"223228","S129252610",2,"2022"
"222578","S129658075",2,"2022"
"222578","S128648001",2,"2022"
"222577","S129815017",2,"2022"
"222578","G9624409",2,"2022"
"222578","G9624410",2,"2022"
"222577","S127977697",2,"2022"
"222578","S128652275",2,"2022"
"222578","S128640689",2,"2022"
"223234","G9755197",2,"2022"
"222578","S129752008",2,"2022"
"222578","S128359337",2,"2022"
"222577","S129553027",2,"2022"
"223226","G9756668",2,"2022"
"222578","S129830669",2,"2022"
"222578","S129410022",2,"2022"
"222577","G9726924",2,"2022"
"223226","G9727228",2,"2022"
"222578","G9727682",2,"2022"
"223226","G9756699",2,"2022"
"222578","G9624405",2,"2022"
"221927","S128640661",2,"2022"
"222578","S128849240",2,"2022"
"222578","S129340444",2,"2022"
"222578","S129743535",2,"2022"
"221931","G9752370",2,"2022"
"222578","S128849266",2,"2022"
"222578","G9740503",2,"2022"
"223225","G9740140",2,"2022"
"223227","G9624398",2,"2022"
"222578","G9624406",2,"2022"
"222578","S129420846",2,"2022"
"222577","G9624389",2,"2022"
"222577","G9624425",2,"2022"
"222577","S128849905",2,"2022"
"223227","S129070819",2,"2022"
"222578","G9727693",2,"2022"
"222578","S129070783",2,"2022"
"222578","S129554136",2,"2022"
"222579","G9723045",2,"2022"
"222577","S129409914",2,"2022"
"222578","S127482961",2,"2022"
"223226","G9756679",2,"2022"
"222578","S129419615",2,"2022"
"222577","S129420944",2,"2022"
"222578","G9740482",2,"2022"
"222578","G9624400",2,"2022"
"222578","S128418477",2,"2022"
"222578","S129825704",2,"2022"
"222578","G9727668",2,"2022"
"223227","S128537453",2,"2022"
"222577","G9745697",2,"2022"
"222578","S128520439",2,"2022"
"222578","S129119350",2,"2022"
"222578","S129334836",2,"2022"
"222578","S129553056",2,"2022"
"222577","S129399205",2,"2022"
"222578","S129665149",2,"2022"
"222578","S129502281",2,"2022"
"222578","S129752606",2,"2022"
"222578","S128640697",2,"2022"
"222578","S128640749",2,"2022"
"222578","S128628459",2,"2022"
"221929","S128294500",2,"2022"
"222578","S128537511",2,"2022"
"222578","S129502272",2,"2022"
"222577","S129399188",2,"2022"
"222578","S129251879",2,"2022"
"222578","S128849302",2,"2022"
"223228","S129906781",2,"2022"
"223227","S129825731",2,"2022"
"222577","G9674774",2,"2022"
"222578","S129762806",2,"2022"
"222578","G9624420",2,"2022"
"223228","S129252613",2,"2022"
"222577","S128628934",2,"2022"
"222578","S128849374",2,"2022"
"223227","S127859854",2,"2022"
"222576","S129648843",2,"2022"
"222578","S128520609",2,"2022"
"222578","S128425798",2,"2022"
"222578","S128850599",2,"2022"
"222578","S128537528",2,"2022"
"222578","G9624421",2,"2022"
"222578","S127908506",2,"2022"
"222577","G9674772",2,"2022"
"222578","S129825723",2,"2022"
"222577","S129650042",2,"2022"
"222578","S129080661",2,"2022"
"223227","S129420923",2,"2022"
"222578","S128849988",2,"2022"
"222578","S128640712",2,"2022"
"222578","S128520747",2,"2022"
"222577","S127483025",2,"2022"
"223227","G9624417",2,"2022"
"222578","S128628280",2,"2022"
"222577","S129552994",2,"2022"
"222578","S129752794",2,"2022"
"222578","S129761613",2,"2022"
"222578","S129553049",2,"2022"
"222578","S129410019",2,"2022"
"222577","S129399199",2,"2022"
"222577","S128866958",2,"2022"
"222577","S128628408",2,"2022"
"222578","S128491756",2,"2022"
"222577","S128640779",2,"2022"
"222578","S129553034",2,"2022"
"223227","S129502318",2,"2022"
"222577","S129502239",2,"2022"
"222578","S128425795",2,"2022"
"222578","S128491722",2,"2022"
"223228","S129252625",2,"2022"
"222578","S129825712",2,"2022"
"223227","S128640841",2,"2022"
"222577","S129341291",2,"2022"
"223226","G9727233",2,"2022"
"222577","G9674773",2,"2022"
"222577","S129559105",2,"2022"
"223226","G9756664",2,"2022"
"222577","G9745636",2,"2022"
"222578","S129419626",2,"2022"
"222579","G9723049",2,"2022"
"222578","S129263605",2,"2022"
"223228","S128647975",2,"2022"
"223226","G9727224",2,"2022"
"222578","G9727672",2,"2022"
"223226","G9727225",2,"2022"
"222577","S128866877",2,"2022"
"222578","G9727692",2,"2022"
"222578","S129760946",2,"2022"
"223234","G9755196",2,"2022"
"222578","S129121290",2,"2022"
"222577","S129645951",2,"2022"
"222578","S129419470",2,"2022"
"222579","G9723046",2,"2022"
"222577","G9745691",2,"2022"
"222577","S129418279",2,"2022"
"222577","S129070390",2,"2022"
"223225","G9740142",2,"2022"
"223226","G9756681",2,"2022"
"222577","S128887165",2,"2022"
"222579","S128849262",2,"2022"
"222578","S128518167",2,"2022"
"222577","S129659680",2,"2022"
"222577","G9624424",2,"2022"
"222578","S128537409",2,"2022"
"222578","S128359379",2,"2022"
"222578","S129088705",2,"2022"
"222577","S129070495",2,"2022"
"222584","G9756712",2,"2022"
"222578","S129118246",2,"2022"
"222578","G9727699",2,"2022"
"223234","G9755186",2,"2022"
"222578","S129421234",2,"2022"
"222581","G9755329",2,"2022"
"221931","G9751906",2,"2022"
"223227","S128520823",2,"2022"
"223226","G9756689",2,"2022"
"223226","G9756676",2,"2022"
"221931","G9750693",2,"2022"
"221931","G9750699",2,"2022"
"221928","S128640685",2,"2022"
"223228","S129073460",2,"2022"
"222581","G9755320",2,"2022"
"222577","G9674769",2,"2022"
"223228","S128492028",2,"2022"
"222578","G9727701",2,"2022"
"222581","G9755319",2,"2022"
"222577","G9745634",2,"2022"
"222578","G9727676",2,"2022"
"222582","G9755307",2,"2022"
"222582","G9755299",2,"2022"
"223877","S129906794",2,"2022"
"223226","G9727226",2,"2022"
"222584","G9755200",2,"2022"
"222578","S129410090",2,"2022"
"222577","S129558018",2,"2022"
"222578","S129658140",2,"2022"
"222578","S129822743",2,"2022"
"222578","S129819776",2,"2022"
"222578","S128425820",2,"2022"
"223226","G9727227",2,"2022"
"222578","S129088837",2,"2022"
"222578","G9624401",2,"2022"
"222577","S128853351",2,"2022"
"222578","G9727700",2,"2022"
"222578","G9727673",2,"2022"
"222578","G9624391",2,"2022"
"222578","S128640989",2,"2022"
"221935","G9756754",2,"2022"
"223227","G9624419",2,"2022"
"223228","S129906817",2,"2022"
"223226","S128481171",2,"2022"
"222577","G9745658",2,"2022"
"222577","S128480307",2,"2022"
"222578","S129419510",2,"2022"
"222578","S129502202",2,"2022"
"222582","G9755303",2,"2022"
"222577","S128141500",2,"2022"
"222578","S129658315",2,"2022"
"222578","S128640873",2,"2022"
"223227","G9745609",2,"2022"
"222578","S129420955",2,"2022"
"222578","G9624404",2,"2022"
"222577","S128031863",2,"2022"
"223228","S128492013",2,"2022"
"222578","S128849290",2,"2022"
"222578","S129250774",2,"2022"
"222578","S129420885",2,"2022"
"222578","S128849529",2,"2022"
"222578","S127908560",2,"2022"
"222577","S127977696",2,"2022"
"222578","G9624418",2,"2022"
"222577","S129262643",2,"2022"
"222577","S129553021",2,"2022"
"222577","S129410056",2,"2022"
"222577","S128141505",2,"2022"
"223228","S129061496",2,"2022"
"222578","S129410026",2,"2022"
"222578","S128849472",2,"2022"
"222578","S128141489",2,"2022"
"222577","S129337464",2,"2022"
"222577","G9740565",2,"2022"
"223227","S129489985",2,"2022"
"222578","G9624402",2,"2022"
"223226","S129407027",2,"2022"
"222578","S128665510",2,"2022"
"223225","G9727243",2,"2022"
"223226","G9756687",2,"2022"
"222578","S128640796",2,"2022"
"222578","S128849297",2,"2022"
"221928","G9723568",2,"2022"
"222578","G9727686",2,"2022"
"222578","G9727671",2,"2022"
"223234","G9756721",2,"2022"
"222577","S129118283",2,"2022"
"222577","G9740485",2,"2022"
"222579","G9723042",2,"2022"
"221935","G9759423",2,"2022"
"221935","G9759421",2,"2022"
"221934","G9759417",2,"2022"
"221935","G9755215",2,"2022"
"221935","G9755216",2,"2022"
"222579","S129482524",2,"2022"
"222578","G9727679",2,"2022"
"222582","G9755300",2,"2022"
"222578","G9740481",2,"2022"
"221931","G9752374",2,"2022"
"222581","G9755321",2,"2022"
"222578","S128849900",2,"2022"
"222578","S129906665",2,"2022"
"222577","G9745699",2,"2022"
"222579","G9740491",2,"2022"
"221935","G9759422",2,"2022"
"222578","G9727681",2,"2022"
"222578","S128537430",2,"2022"
"222578","S129420807",2,"2022"
"222581","G9755331",2,"2022"
"222584","G9756711",2,"2022"
"223234","G9756720",2,"2022"
"222582","G9755301",2,"2022"
"222578","G9727687",2,"2022"
"222577","S127495231",2,"2022"
"222577","S129645946",2,"2022"
"222582","G9755317",2,"2022"
"222582","G9755298",2,"2022"
"221934","G9759416",2,"2022"
"222578","S129327985",2,"2022"
"222578","G9624392",2,"2022"
"222577","S128058540",2,"2022"
"222578","G9740615",2,"2022"
"222579","G9723043",2,"2022"
"222582","G9755296",2,"2022"
"222578","G9735013",2,"2022"
"222577","S128867117",2,"2022"
"222577","S128866918",2,"2022"
"222578","S128628481",2,"2022"
"221931","G9752371",2,"2022"
"222578","S128867177",2,"2022"
"222578","S129079081",2,"2022"
"222577","S129553054",2,"2022"
"222577","S129122413",2,"2022"
"222578","G9727704",2,"2022"
"222577","S127978696",2,"2022"
"222578","S129830661",2,"2022"
"222578","S129088750",2,"2022"
"222578","S128665945",2,"2022"
"222578","S128537478",2,"2022"
"222578","G9624397",2,"2022"
"222578","S128849397",2,"2022"
"222578","S128490324",2,"2022"
"222585","G9750170",2,"2022"
"223234","G9755188",2,"2022"
"222578","S128866860",2,"2022"
"223227","S129815024",2,"2022"
"222578","S129119279",2,"2022"
"222578","G9727669",2,"2022"
"223226","G9756702",2,"2022"
"221935","G9759414",2,"2022"
"221935","G9759420",2,"2022"
"222581","G9755328",2,"2022"
"223234","G9755198",2,"2022"
"222577","S128126213",2,"2022"
"222577","S129906587",2,"2022"
"222578","S129420907",2,"2022"
"222577","S128490768",2,"2022"
"222578","S128032451",2,"2022"
"222578","S128640785",2,"2022"
"222578","S129399120",2,"2022"
"222584","G9756714",2,"2022"
"221935","G9756775",2,"2022"
"223227","S129337037",2,"2022"
"222582","G9755308",2,"2022"
"222578","G9727698",2,"2022"
"222578","S129825720",2,"2022"
"222578","S127908510",2,"2022"
"222577","S128126224",2,"2022"
"222578","S129472982",2,"2022"
"222582","G9755304",2,"2022"
"222578","G9740611",2,"2022"
"222578","G9723029",2,"2022"
"222578","S129119023",2,"2022"
"222578","S129906763",2,"2022"
"223227","G9745695",2,"2022"
"222578","S128492364",2,"2022"
"222578","G9740498",2,"2022"
"222577","S128836872",2,"2022"
"222578","S128640719",2,"2022"
"222578","S128628884",2,"2022"
"222577","S128867012",2,"2022"
"222577","S128640877",2,"2022"
"222578","S129267951",2,"2022"
"222577","S128866907",2,"2022"
"222577","S129122592",2,"2022"
"222578","S129821465",2,"2022"
"222578","S128666389",2,"2022"
